"rankingString","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","cuisines/11","cuisines/12","cuisines/13","cuisines/14","image","photoCount","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","menuWebUrl","openNowText","website","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","neighborhoodLocations/0/id","neighborhoodLocations/0/name","localName","rawRanking","establishmentTypes/0","establishmentTypes/1","priceLevel","phone","type","numberOfReviews","isClosed","subcategories/0","description","locationString","isLongClosed","localAddress","category","id","email","rankingPosition","rankingDenominator","name","rating","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","priceRange","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/0/2/close","hours/weekRanges/0/2/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/1/2/close","hours/weekRanges/1/2/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/2/2/close","hours/weekRanges/2/2/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/3/2/close","hours/weekRanges/3/2/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/4/2/close","hours/weekRanges/4/2/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/5/2/close","hours/weekRanges/5/2/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","hours/weekRanges/6/2/close","hours/weekRanges/6/2/open","address","webUrl","latitude","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","dishes/19","dishes/20","dishes/21","dishes/22"
"#805 of 1,048 places to eat in Nairobi","International","Barbecue","Grill",,,,,,,,,,,,,,"0",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,"http://www.360grills.com","2","1","0","1","0","Nairobi","Kenya","00623",,"City Park Drive","9th Floor, Valley View Office Park",,,"","2.739443302154541","Restaurants",,"$$ - $$$","+254 708 407470","RESTAURANT","4","false","Sit down","360 Grills is Nairobi's Premier REVOLVING Restaurant & Lounge! -> Barbeques, Grills, Cocktails, Sheesha's ... -> Vegetarian, Seafood, Steaks, Meats, Poultry ... -> Breathtaking Views of Nairobi & Beyond ... Including Jomo Kenyatta International Airport, Ngong & Lukenya Hills, Kilimambogo, Mt Kenya & Kilimanjaro, Upper Hill, Central Business District","Nairobi","false",,"restaurant","12927566","yummie@360grills.com","805","833","360 Grills Revolving Restaurant","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 111,177 - KES 370,590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"City Park Drive 9th Floor, Valley View Office Park, Nairobi 00623 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d12927566-Reviews-360_Grills_Revolving_Restaurant-Nairobi.html","-1.257648","36.830265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#815 of 1,048 places to eat in Nairobi","Italian",,,,,,,,,,,,,,,,"0",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,"2","0","0","1","0","Nairobi","Kenya",,,"Village Market Shopping Mall",,"20484493","Nairobi Central Business District","","2.6726529598236084","Restaurants",,,"+254 796 857990","RESTAURANT","3","false",,,"Nairobi","false",,"restaurant","23021142",,"815","833","La Casa Di Nico","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Village Market Shopping Mall, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d23021142-Reviews-La_Casa_Di_Nico-Nairobi.html","-1.28454","36.81838",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#799 of 1,048 places to eat in Nairobi","Pizza","Fast Food","Vegetarian Friendly",,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/17/45/35/79/pizza.jpg","21",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://pizzainn.co.ke/pizza-inn-menu/","Closed Now","http://pizzainn.co.ke/","29","9","25","35","21","Nairobi","Kenya","00506",,"25724","","20484494","Upper Hill Estate","","2.812953233718872","Restaurants",,"$$ - $$$","+254 711 653717","RESTAURANT","119","false","Sit down","Best tasting pizza A Pizza Inn pizza box might be one of the most recognisable icons of Africa. Whichever way you slice it, Pizza Inn is an industry leader in the quick service pizza game. The first Pizza Inn outlet opened its doors in 1994 in Harare, Zimbabwe, and rose quickly in popularity. Serving hot oven-fresh pizza with its signature all-natural tomato sauce and using only the freshest ingredients, Pizza Inn has established itself at the top of the industry and is easily one of the first choices in quick service pizza in Africa. The homemade pizza dough is produced in-house daily and is another reason why the pizza at Pizza Inn always tastes better.","Nairobi","false",,"restaurant","1144964","customercare@ke-simbisa.com","799","833","Pizza Inn Kenya","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 741 - KES 1,482",,"Africa/Nairobi","1170","510",,,,,"1170","510",,,,,"1170","510",,,,,"1170","510",,,,,"1170","510",,,,,"1170","510",,,,,"1170","510",,,,,"25724, Nairobi 00506 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d1144964-Reviews-Pizza_Inn_Kenya-Nairobi.html","-1.29206","36.80578","Lunch",,,,,,"Lunch",,,,,,"Delivery","Takeout","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#787 of 1,048 places to eat in Nairobi","Pizza","Vegetarian Friendly",,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0a/65/e5/2c/20160222-125054-largejpg.jpg","10",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,"https://orders.pizzahut.co.in/","8","2","4","5","4","Nairobi","Kenya",,,"Ring Road",,,,"","2.880943775177002","Restaurants",,"$$ - $$$",,"RESTAURANT","23","false",,,"Nairobi","false",,"restaurant","9743213",,"787","833","Pizza Hut","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ring Road, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d9743213-Reviews-Pizza_Hut-Nairobi.html","-1.26033","36.80052",,,,,,,,,,,,,"Takeout","Delivery","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#765 of 1,048 places to eat in Nairobi","Chinese",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/1c/2d/47/14/img-20201014-wa0054-largejpg.jpg","2",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,"2","2","2","3","1","Nairobi","Kenya",,,"Kenrail Towers, Westlands Rd",,,,"","2.9920847415924072","Restaurants",,"$$ - $$$","+254 706 567567","RESTAURANT","10","false",,,"Nairobi","false",,"restaurant","19141167",,"765","833","Mr. Yao","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenrail Towers, Westlands Rd, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d19141167-Reviews-Mr_Yao-Nairobi.html","-1.26944","36.80874",,,,,,,,,,,,,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#828 of 1,048 places to eat in Nairobi","Bar","Barbecue","Pub","Diner","Wine Bar",,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-s/16/08/44/14/le-palanka-maon-dining.jpg","18",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"http://www.lepalanka.co.ke/menu.html","Open Now","http://www.lepalanka.co.ke","7","0","0","2","1","Nairobi","Kenya",,,"909,james Gichuru road, lavington",,,,"","2.3819189071655273","Restaurants",,"$$$$","+254 711 444440","RESTAURANT","10","false","Sit down","African Cuisine Restaurant in Nairobi ,Kenya with fine dining.Delectable African dishes from Kenya, Uganda, Congo, Nigeria, Mali,Ghana,Cameroon & Senegal","Nairobi","false",,"restaurant","15701607","reservations@lepalanka.co.ke","828","833","Le Palanka Restaurant","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 148 - KES 37,059",,"Africa/Nairobi","1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"909,james Gichuru road, lavington, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d15701607-Reviews-Le_Palanka_Restaurant-Nairobi.html","-1.286099","36.762417","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Delivery","Takeout","Reservations","Outdoor Seating","Buffet","Private Dining","Seating","Parking Available","Street Parking","Validated Parking","Valet Parking","Free off-street parking","Television","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Wine and Beer","Digital Payments","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#770 of 1,048 places to eat in Nairobi","International",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/18/5a/a4/ad/caption.jpg","6",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.panarihotels.com/hotel-nairobi/images/menupdf/Black-Gold-Menu-12.pdf",,"http://panarihotels.com/hotel-nairobi/restaurants.html","0","1","0","1","0","Nairobi","Kenya",,,"Mombasa Rd","Panari Centre Limited",,,"","2.974515914916992","Restaurants",,,"+254 711 091000","RESTAURANT","2","false",,,"Nairobi","false",,"restaurant","12154455",,"770","833","Red Garnet","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mombasa Rd Panari Centre Limited, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d12154455-Reviews-Red_Garnet-Nairobi.html","-1.26541","36.84019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#801 of 1,048 places to eat in Nairobi","Turkish",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/13/43/4c/ee/pleasant-place-for-tasty.jpg","2",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,"2","0","0","1","0","Nairobi","Kenya",,,"Thigiri Ridge Road","New Muthaiga Shopping Center",,,"","2.7915961742401123","Restaurants",,,"+254 733 815555","RESTAURANT","3","false",,,"Nairobi","false",,"restaurant","12125699",,"801","833","Kebab Korner","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thigiri Ridge Road New Muthaiga Shopping Center, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d12125699-Reviews-Kebab_Korner-Nairobi.html","-1.25022","36.8203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#823 of 1,048 places to eat in Nairobi",,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/22/ff/3a/75/we-are-at-your-service.jpg","13",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closed Now","http://www.thedaily.co.ke/","2","1","1","1","0","Nairobi","Kenya","",,"Arwings Kodhek","Nairobi Hospital, Doctors Plaza","20484494","Upper Hill Estate","","2.587547779083252","Restaurants",,"$$ - $$$","+254 703 452830","RESTAURANT","5","false",,"The Daily Café and Bistro is a restaurant that not only provides you with freshly made meals and pastries but also an experience that is created by the serene dine-in space designed to evoke in you a feeling of refreshment & warmth.","Nairobi","false",,"restaurant","23402266","info@paprika.co.ke","823","833","The Daily Cafe & Bistro - Argwings Kodhek","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1020","540",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1020","540",,,,,"Arwings Kodhek Nairobi Hospital, Doctors Plaza, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d23402266-Reviews-The_Daily_Cafe_Bistro_Argwings_Kodhek-Nairobi.html","-1.292494","36.788437","Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#773 of 1,048 places to eat in Nairobi",,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0e/1b/52/27/camel-meat-with-pilau.jpg","3",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closed Now",,"1","0","6","1","1","Nairobi","Kenya",,,"Kimathi Street",,"20484493","Nairobi Central Business District","","2.962336778640747","Restaurants",,"$$ - $$$","+254 723 273478","RESTAURANT","9","false",,,"Nairobi","false",,"restaurant","10486264",,"773","833","City Star Restaurant","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"Kimathi Street, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d10486264-Reviews-City_Star_Restaurant-Nairobi.html","-1.28449","36.82382","Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#818 of 1,048 places to eat in Nairobi",,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/12/82/2c/bf/caption.jpg","1",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Open Now","http://www.facebook.com/pages/Beijing-Restaraunt/194457010722019","2","0","0","2","0","Nairobi","Kenya",,,"Argwings Kodhek Road",,,,"","2.651285171508789","Restaurants",,,"+254 713 259999","RESTAURANT","4","false",,,"Nairobi","false",,"restaurant","13861777",,"818","833","Beijing Chinese Restaurant","2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"Argwings Kodhek Road, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d13861777-Reviews-Beijing_Chinese_Restaurant-Nairobi.html","-1.29474","36.7992","Lunch","Dinner",,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#825 of 1,048 places to eat in Nairobi","African","International","Barbecue",,,,,,,,,,,,,,"0",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,"2","1","0","0","0","Nairobi","Kenya","00100",,"Monrovia Street","Mombasa House","20484493","Nairobi Central Business District","","2.4989564418792725","Restaurants",,"$","+(254)115054993","RESTAURANT","3","false","Sit down","A restaurant with continental cuisine, coffee bar, cocktail bar, lounge and a great dining experience","Nairobi","false",,"restaurant","22509176","fizocafe@gmail.com","825","833","Fizocafe Limited","1.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 59,294 - KES 207,530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monrovia Street Mombasa House, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d22509176-Reviews-Fizocafe_Limited-Nairobi.html","-1.281287","36.818413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#777 of 1,048 places to eat in Nairobi","Pizza","Vegetarian Friendly",,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/13/a9/a1/0a/photo0jpg.jpg","4",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,"https://www.facebook.com/PizzaMojo/","4","0","7","7","0","Nairobi","Kenya",,,"Ring Road Kilimani","Adlife Plaza",,,"","2.9389357566833496","Restaurants",,"$$ - $$$",,"RESTAURANT","18","false",,,"Nairobi","false",,"restaurant","10695341","morne@interstratltd.com","777","833","Pizza Mojo","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ring Road Kilimani Adlife Plaza, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d10695341-Reviews-Pizza_Mojo-Nairobi.html","-1.29889","36.77943",,,,,,,,,,,,,"Takeout","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#812 of 1,048 places to eat in Nairobi","African",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/1d/4b/c6/4e/this-charcoal-grilled.jpg","22",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closed Now",,"1","0","1","0","0","Nairobi","Kenya","",,"Mall 66","Ring Road Kilimani,opposite Adlife Plaza","20484494","Upper Hill Estate","","2.6913230419158936","Restaurants",,"$","+254 718 235475","RESTAURANT","2","false",,"Magic Plate Kitchen Restaurant is a great place to choose when you want some tasty and healthy African cuisine. The dishes are made with fresh ingredients, as well as products sourced locally for the complete Traditional meal. The menu is always full of delicious choices: Chicken kienyeji, nyama choma, fish dry fry, ossubucco, chicken choma, traditional veges, ugali, chapati, rice, salad,s and more. We are located in Kilimani Mall 66 next to Yaya. Dine in or Call to order and treat yourself today!","Nairobi","false",,"restaurant","23218676",,"812","833","Magic Plate Kitchen","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1200","480",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"Mall 66 Ring Road Kilimani,opposite Adlife Plaza, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d23218676-Reviews-Magic_Plate_Kitchen-Nairobi.html","-1.294095","36.78775","Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,"Delivery","Takeout","Seating","Parking Available","Street Parking","Digital Payments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#821 of 1,048 places to eat in Nairobi","Bar","Chinese","Indian","African","Barbecue",,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/18/82/c7/67/img-20190725-223940-largejpg.jpg","9",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closes in 6 min","https://www.facebook.com/KarogaSpice/","2","1","0","0","0","Nairobi","Kenya",,,"Off Peponi Road","Getathuru Lane",,,"","2.5943603515625","Restaurants",,,"+254 786 858555","RESTAURANT","3","false",,"Now under a completely new management and staff. Aspiring to regain the brand's reputation by providing the mandatory customer services requirements for optimal customer satisfaction.","Nairobi","false",,"restaurant","14934980","misranakenya@gmail.com","821","833","Spice Lounge","1.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"Off Peponi Road Getathuru Lane, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d14934980-Reviews-Spice_Lounge-Nairobi.html","-1.248647","36.800007","Lunch","Dinner","Brunch","Late Night","Drinks",,"Lunch","Dinner","Brunch","Late Night","Drinks",,"Delivery","Takeout","Reservations","Outdoor Seating","Private Dining","Seating","Parking Available","Street Parking","Free off-street parking","Television","Highchairs Available","Serves Alcohol","Full Bar","Wine and Beer","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service","BYOB","Playgrounds","Dog Friendly","Family style","Sports bars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#822 of 1,048 places to eat in Nairobi","Italian","American","Cafe",,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/28/01/d3/2d/good-vibes-only.jpg","2",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Open Now",,"1","1","0","0","0","Nairobi","Kenya",,,"Ring Road, Parklands","Ambience Mall",,,"","2.593139886856079","Restaurants",,,"+254 712 016395","RESTAURANT","2","false",,"Bar & Restaurant serving different kinds of cuisine. Located on Ring Road , Parklands , walking distance form Westgate and Sarit Centre Malls.","Nairobi","false",,"restaurant","24962385","thewineandbottleke@gmail.com","822","833","The Wine & Bottle - Bar & Grill","1.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1439","420",,,,,"1439","420",,,,,"1439","420",,,,,"1439","420",,,,,"1439","420",,,,,"1439","420",,,,,"1439","420",,,,,"Ring Road, Parklands Ambience Mall, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d24962385-Reviews-The_Wine_Bottle_Bar_Grill-Nairobi.html","-1.259921","36.803974","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#796 of 1,048 places to eat in Nairobi","Indian","Cafe","Fast Food","Barbecue","Grill",,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/10/48/61/0c/general-view.jpg","6",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.facebook.com/Exotica-Restaurant-Ltd-105803031986678/menu",,"http://www.exoticarestaurant.com/","3","0","0","2","1","Nairobi","Kenya",,,"42 Muthithi Road","1st Floor Stellato Complex",,,"","2.8323049545288086","Restaurants",,"$$ - $$$","+254 736 517854","RESTAURANT","6","false",,"People come to Exotica Restaurant to eat their delicious barbecue and try out the best pizza in town. Beside masala fries, Exotica makes the best California flatbread","Nairobi","false",,"restaurant","12662730","exoticasltd@gmail.com","796","832","Exotica Restaurant","2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42 Muthithi Road 1st Floor Stellato Complex, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d12662730-Reviews-Exotica_Restaurant-Nairobi.html","-1.257196","36.81801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#802 of 1,048 places to eat in Nairobi","Chinese",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/07/6e/ca/82/xi-an-chinese-returant.jpg","2",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closed Now",,"2","3","2","2","1","Nairobi","Kenya","00100",,"Muthangari Road","Off Gitanga Road",,,"","2.777819871902466","Restaurants",,"$$ - $$$","+254 703 146302","RESTAURANT","10","false","Sit down",,"Nairobi","false",,"restaurant","7655580","xiancrestaurant@gmail.com","802","833","Xi'an Chinese Restaurant","2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"Muthangari Road Off Gitanga Road, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d7655580-Reviews-Xi_an_Chinese_Restaurant-Nairobi.html","-1.29025","36.77399","Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
