cuisines/0,cuisines/1,cuisines/2,cuisines/3,cuisines/4,cuisines/5,cuisines/6,cuisines/7,cuisines/8,cuisines/9,cuisines/10,cuisines/11,cuisines/12,cuisines/13,cuisines/14,dishes/0,dishes/1,dishes/2,dishes/3,dishes/4,dishes/5,dishes/6,dishes/7,dishes/8,dishes/9,dishes/10,dishes/11,dishes/12,dishes/13,dishes/14,dishes/15,dishes/16,dishes/17,dishes/18,dishes/19,dishes/20,dishes/21,dishes/22,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9,features/10,features/11,features/12,features/13,features/14,features/15,features/16,features/17,features/18,features/19,features/20,features/21,features/22,features/23,features/24,features/25,features/26,features/27,features/28,features/29,ownersTopReasons,ownersTopReasons/sectionHeader,ownersTopReasons/sponsoredBy,ownersTopReasons/topReasons/0/header,ownersTopReasons/topReasons/0/image_url,ownersTopReasons/topReasons/0/isSearchTerm,ownersTopReasons/topReasons/0/keyword,ownersTopReasons/topReasons/0/linkText,ownersTopReasons/topReasons/0/rank,ownersTopReasons/topReasons/0/review,ownersTopReasons/topReasons/0/review/rating,ownersTopReasons/topReasons/0/review/reviewId,ownersTopReasons/topReasons/0/review/screenName,ownersTopReasons/topReasons/0/text,ownersTopReasons/topReasons/1/header,ownersTopReasons/topReasons/1/image_url,ownersTopReasons/topReasons/1/isSearchTerm,ownersTopReasons/topReasons/1/keyword,ownersTopReasons/topReasons/1/linkText,ownersTopReasons/topReasons/1/rank,ownersTopReasons/topReasons/1/review,ownersTopReasons/topReasons/1/review/rating,ownersTopReasons/topReasons/1/review/reviewId,ownersTopReasons/topReasons/1/review/screenName,ownersTopReasons/topReasons/1/text,ownersTopReasons/topReasons/2/header,ownersTopReasons/topReasons/2/image_url,ownersTopReasons/topReasons/2/isSearchTerm,ownersTopReasons/topReasons/2/keyword,ownersTopReasons/topReasons/2/linkText,ownersTopReasons/topReasons/2/rank,ownersTopReasons/topReasons/2/review,ownersTopReasons/topReasons/2/review/rating,ownersTopReasons/topReasons/2/review/reviewId,ownersTopReasons/topReasons/2/review/screenName,ownersTopReasons/topReasons/2/text,hours,hours/timezone,hours/weekRanges/0/0/close,hours/weekRanges/0/0/open,hours/weekRanges/0/1/close,hours/weekRanges/0/1/open,hours/weekRanges/0/2/close,hours/weekRanges/0/2/open,hours/weekRanges/1/0/close,hours/weekRanges/1/0/open,hours/weekRanges/1/1/close,hours/weekRanges/1/1/open,hours/weekRanges/1/2/close,hours/weekRanges/1/2/open,hours/weekRanges/2/0/close,hours/weekRanges/2/0/open,hours/weekRanges/2/1/close,hours/weekRanges/2/1/open,hours/weekRanges/2/2/close,hours/weekRanges/2/2/open,hours/weekRanges/3/0/close,hours/weekRanges/3/0/open,hours/weekRanges/3/1/close,hours/weekRanges/3/1/open,hours/weekRanges/3/2/close,hours/weekRanges/3/2/open,hours/weekRanges/4/0/close,hours/weekRanges/4/0/open,hours/weekRanges/4/1/close,hours/weekRanges/4/1/open,hours/weekRanges/4/2/close,hours/weekRanges/4/2/open,hours/weekRanges/5/0/close,hours/weekRanges/5/0/open,hours/weekRanges/5/1/close,hours/weekRanges/5/1/open,hours/weekRanges/5/2/close,hours/weekRanges/5/2/open,hours/weekRanges/6/0/close,hours/weekRanges/6/0/open,hours/weekRanges/6/1/close,hours/weekRanges/6/1/open,hours/weekRanges/6/2/close,hours/weekRanges/6/2/open,mealTypes/0,mealTypes/1,mealTypes/2,mealTypes/3,mealTypes/4,mealTypes/5,longitude,category,ancestorLocations/0/abbreviation,ancestorLocations/0/id,ancestorLocations/0/name,ancestorLocations/0/subcategory,ancestorLocations/1/abbreviation,ancestorLocations/1/id,ancestorLocations/1/name,ancestorLocations/1/subcategory,ancestorLocations/2/abbreviation,ancestorLocations/2/id,ancestorLocations/2/name,ancestorLocations/2/subcategory,rankingDenominator,addressObj/city,addressObj/country,addressObj/postalcode,addressObj/state,addressObj/street1,addressObj/street2,establishmentTypes/0,establishmentTypes/1,neighborhoodLocations/0/id,neighborhoodLocations/0/name,ratingHistogram/count1,ratingHistogram/count2,ratingHistogram/count3,ratingHistogram/count4,ratingHistogram/count5,latitude,dietaryRestrictions/0,dietaryRestrictions/1,dietaryRestrictions/2,dietaryRestrictions/3,dietaryRestrictions/4,dietaryRestrictions/5,address,photoCount,rankingString,phone,localName,rawRanking,rankingPosition,openNowText,name,website,subcategories/0,description,priceRange,type,webUrl,email,rating,localAddress,image,menuWebUrl,numberOfReviews,isClosed,isLongClosed,locationString,id,priceLevel
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,,,,,,,1080,480,,,,,1080,480,,,,,1080,480,,,,,1080,480,,,,,1080,480,,,,,1080,480,,,,,Breakfast,Lunch,Dinner,,,,36.82523,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,,"Union Towers, cnr Moi Ave & Mama Ngina St, city centre",,Restaurants,,20484493,Nairobi Central Business District,0,0,0,0,0,-1.28477,Breakfast,Lunch,Dinner,,,,"Union Towers, cnr Moi Ave & Mama Ngina St, city centre, Nairobi Kenya",0,,,,,,Closed Now,Etouch Food Court,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d1214188-Reviews-Etouch_Food_Court-Nairobi.html,,,,,,0,FALSE,FALSE,Nairobi,1214188,
Fast Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.78485,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,"Engen Petrol Station, Argwings Kodhek Rd",P.O.Box 3621-00506,Restaurants,,,,0,0,0,1,0,-1.29211,,,,,,,"Engen Petrol Station, Argwings Kodhek Rd P.O.Box 3621-00506, Nairobi Kenya",0,"#716 of 1,048 places to eat in Nairobi",+254 724 013770,,3.011491776,716,,Flame Flavours,http://flameflavours.com/,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d13163254-Reviews-Flame_Flavours-Nairobi.html,,4,,,http://flameflavours.com/menu/,1,FALSE,FALSE,Nairobi,13163254,
Italian,Pizza,Fast Food,Diner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1290,690,,,,,1290,690,,,,,1290,690,,,,,1290,690,,,,,1290,690,,,,,1290,690,,,,,1290,690,,,,,Lunch,Dinner,,,,,36.82522,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,100,,"El - Roi Plaza, Tom Mboya St, Nairobi","Inside Heavenly Foods Ke, 1st Floor",Restaurants,,,,0,0,0,0,0,-1.283585,Lunch,Dinner,,,,,"El - Roi Plaza, Tom Mboya St, Nairobi Inside Heavenly Foods Ke, 1st Floor, Nairobi 00100 Kenya",0,,+254 764 595252,,,,Closed Now,Gg's Italian Pizzeria,http://ggsitalianpizzeria.business.site,,Inside Heavenly Foods Ke,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d24855516-Reviews-Gg_s_Italian_Pizzeria-Nairobi.html,ggsitalianpizzeria@gmail.com,,,,,0,FALSE,FALSE,Nairobi,24855516,
African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.78701,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,,Chania Avenue,,Restaurants,,20484494,Upper Hill Estate,0,0,0,0,0,-1.29501,,,,,,,"Chania Avenue, Nairobi Kenya",0,,,,,,,Ruby Cut,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d15643744-Reviews-Ruby_Cut-Nairobi.html,,,,,,0,FALSE,FALSE,Nairobi,15643744,
African,Ethiopian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,Breakfast,Lunch,Dinner,,,,36.844036,restaurant,,3608487,Mtito Andei,City,,2697616,Eastern Province,Province,,294206,Kenya,Country,,Mtito Andei,Kenya,90128,,Mombasa Road,Nextgen Mall,Restaurants,,,,0,0,0,0,0,-1.323771,Breakfast,Lunch,Dinner,,,,"Mombasa Road Nextgen Mall, Mtito Andei 90128 Kenya",0,,+254 742 056006,,,,Open Now,Chilis Ethiopian Cuisine,https://www.facebook.com/chiliscuisine/,,Chilis cusuine is an Ethiopian restraunt that bring the best culture to its food that enables people to be happy,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g3608487-d25271742-Reviews-Chilis_Ethiopian_Cuisine-Mtito_Andei_Eastern_Province.html,zramusa8@gmail.com,,,,,0,FALSE,FALSE,"Mtito Andei, Eastern Province",25271742,
Indian,Grill,Diner,Street Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery,Takeout,Reservations,Outdoor Seating,Buffet,Private Dining,Seating,Parking Available,Wheelchair Accessible,Accepts Visa,Digital Payments,Cash Only,Free Wifi,Accepts Credit Cards,Drive Thru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1380,600,,,,,1320,600,,,,,1320,600,,,,,1320,600,,,,,1320,600,,,,,1320,600,,,,,1380,600,,,,,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,36.81791,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,,3rd Parklands,Next to Amani Plaza,Restaurants,,,,0,0,0,0,0,-1.2599,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,"3rd Parklands Next to Amani Plaza, Nairobi Kenya",0,,0786 699699,,,,Closed Now,Kakas Biryani South Indian Restaurant,https://kakas-biryani.business.site/?utm_source=gmb&utm_medium=referral,,"Authentic Hyderabadi Dum Biryani with the real taste for the first time in Nairobi Kenya. Indian Food near in Nairobi, Authentic South Indian Flavors and North Indian Dishes. We also do Outdoor catering for Birthdays, Anniversaries , get Together , Parties, Functions and Community Gatherings. Affordable price for Food with Quality and Taste. Rumali Roti, Haleem , Biryani in Nairobi. Indian Catering in Kenya Veg Buffet a specialty, Non Veg Buffet, VIP Menu for Private Occasions.",,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d25326914-Reviews-Kakas_Biryani_South_Indian_Restaurant-Nairobi.html,thekakaskenya@gmail.com,,,,,0,FALSE,FALSE,Nairobi,25326914,
African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1380,420,,,,,1380,420,,,,,1380,420,,,,,1380,420,,,,,1380,420,,,,,1380,420,,,,,1380,420,,,,,Breakfast,Lunch,Dinner,,,,36.812725,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,100,,Hospital Road,Kcb Tower,Restaurants,,,,0,0,0,0,0,-1.300114,Breakfast,Lunch,Dinner,,,,"Hospital Road Kcb Tower, Nairobi 00100 Kenya",0,,+254 725 038080,,,,Closes in 27 min,Ray Spot,,,"Ray Spot is the ultimate chill spot in Upper Hill, Nairobi. We offer local Kenyan cuisines, Free WiFi and a great ambience for dates, breakfast meetings, birthday and graduation celebration, strategy meeting. Listen to Rhumba music live every Wednesday and Saturday",,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d23748397-Reviews-Ray_Spot-Nairobi.html,rayspotrestaurant@gmail.com,,,,,0,FALSE,FALSE,Nairobi,23748397,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,Breakfast,Lunch,Dinner,,,,36.82607,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,506,,Moi Avenue,In The Clarion Hotel,Restaurants,,20484493,Nairobi Central Business District,0,0,0,1,0,-1.28692,Breakfast,Lunch,Dinner,,,,"Moi Avenue In The Clarion Hotel, Nairobi 00506 Kenya",0,"#712 of 1,048 places to eat in Nairobi",+254 735 485024,,3.01187253,712,Open Now,Oceanic Restaurant,http://www.theclarionhotel.co.ke/index.php/amenities/82-the-oceanic-restaurant,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d13537668-Reviews-Oceanic_Restaurant-Nairobi.html,,4,,,,1,FALSE,FALSE,Nairobi,13537668,
Indian,Cafe,Fast Food,Healthy,Soups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery,Reservations,Outdoor Seating,Seating,Parking Available,Television,Wheelchair Accessible,Accepts American Express,Accepts Mastercard,Accepts Visa,Accepts Credit Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1290,540,,,,,1290,600,,,,,1290,600,,,,,1290,600,,,,,1290,600,,,,,1290,600,,,,,1290,600,,,,,Breakfast,Lunch,Dinner,Brunch,Drinks,,36.81321,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,,"Broad walk mall , Ojijo road",Second Floor food court,Restaurants,,,,0,0,0,0,0,-1.270712,Breakfast,Lunch,Dinner,Brunch,Drinks,,"Broad walk mall , Ojijo road Second Floor food court, Nairobi Kenya",0,,+254 790 195555,,,,Closed Now,KTC'S Dosa House Ltd,,,Pure Vegetarian Authentic South and North Indian Restaurant ,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d26493524-Reviews-KTC_S_Dosa_House_Ltd-Nairobi.html,ktccafe01@gmail.com,,,,,0,FALSE,FALSE,Nairobi,26493524,
African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.764,restaurant,,15320355,Ongata Rongai,City,,2697619,Rift Valley Province,Province,,294206,Kenya,Country,,Ongata Rongai,Kenya,,,Magadi Road,,Restaurants,,,,0,0,0,0,0,-1.3953,,,,,,,"Magadi Road, Ongata Rongai Kenya",0,,+254 770 364936,,,,,Food Prompt,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g15320355-d21157888-Reviews-Food_Prompt-Ongata_Rongai_Rift_Valley_Province.html,,,,,,0,FALSE,FALSE,"Ongata Rongai, Rift Valley Province",21157888,
French,American,Indian,African,European,Danish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Takeout,Reservations,Outdoor Seating,Buffet,Private Dining,Seating,Parking Available,Highchairs Available,Wheelchair Accessible,Serves Alcohol,Full Bar,Wine and Beer,Accepts American Express,Accepts Mastercard,Accepts Visa,Free Wifi,Accepts Credit Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1320,540,,,,,1320,540,,,,,1320,540,,,,,1320,540,,,,,1320,540,,,,,1320,540,,,,,1320,540,,,,,Lunch,Dinner,Brunch,Late Night,Drinks,Breakfast,36.71817,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,," 336 Karen Road, Karen, Nairobi Kenya",,Restaurants,,,,0,0,0,0,0,-1.320551,Lunch,Dinner,Brunch,Late Night,Drinks,Breakfast,"336 Karen Road, Karen, Nairobi Kenya, Nairobi Kenya",70,,+254 111 969720,,,,Closes in 15 min,Karen Blixen Coffee Garden Restaurant,https://www.karenblixencoffeegardens.com/,Sit down,"First, let’s explore Babette, our Fine Dining a haven for fine dining enthusiasts. With a contemporary cuisine that boasts a delightful fine dining experience, Babette is a culinary gem that will leave your taste buds craving for more. Step inside and be captivated by the elegant ambiance that sets the stage for an unforgettable meal. Whether you choose to dine indoors or bask in the refreshing outdoor atmosphere, Babette can accommodate up to 60 guests inside and 20 guests outside, ensuring an intimate and exclusive experience.

Step into a world of culinary delights and enchanting surroundings at Karen Blixen Coffee Garden Restaurant. Nestled within our establishment are three distinct sections that promise to elevate your dining experience to new heights. Get ready to embark on a journey through tantalizing flavors and breathtaking settings.

For those seeking a unique and immersive experience, Atrium, our glass house beckons. This glass conservatory is where Babette and the Garden Restaurant converge to create an extraordinary fusion of flavours. Here, you can drink, dine, learn, and interact, all while enjoying the best of both worlds. The Atrium serves as a versatile space, perfect for hosting small parties and other special events for up to 40 guests. Imagine celebrating your most cherished moments surrounded by the breathtaking beauty of this stunning venue.

At Karen Blixen Coffee Garden Restaurant, we understand that ambiance plays a crucial role in enhancing your dining experience. That’s why our classical design is imbued with a modern twist, creating a captivating atmosphere that combines timeless elegance with contemporary allure. As you enter our bar and lounge area, you will be enveloped in a warm and inviting ambiance, making it the perfect spot for friends to gather, collaborate, and indulge in delightful conversations.","KES 2,224 - KES 14,824",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d26355246-Reviews-Karen_Blixen_Coffee_Garden_Restaurant-Nairobi.html,info@karenblixengroup.com,,,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/42/fc/8c/babette-s-the-fine-dining.jpg,https://www.karenblixencoffeegardens.com/hattons-menu/,0,FALSE,FALSE,Nairobi,26355246,$$$$
Fast Food,Fusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery,Takeout,Outdoor Seating,Accepts Visa,Digital Payments,Accepts Credit Cards,Family style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1200,600,,,,,,,,,,,1200,600,,,,,1200,600,,,,,1200,600,,,,,1200,600,,,,,1200,600,,,,,Lunch,Dinner,,,,,36.804737,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,200,,Swaminarayan Street,,Restaurants,,,,0,0,0,0,0,-1.333049,Lunch,Dinner,,,,,"Swaminarayan Street, Nairobi 00200 Kenya",0,,+254 714 058851,,,,Closed Now,Tandoor Express,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d23543995-Reviews-Tandoor_Express-Nairobi.html,,,,,,0,FALSE,FALSE,Nairobi,23543995,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.82488,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,,Moi Av,,Restaurants,,20484493,Nairobi Central Business District,0,0,0,0,0,-1.28426,,,,,,,"Moi Av, Nairobi Kenya",0,,,,,,,Blue Plate,,Sit down,,"KES 741 - KES 1,482",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d1093285-Reviews-Blue_Plate-Nairobi.html,,,,,,0,FALSE,FALSE,Nairobi,1093285,$
Indian,Cafe,Contemporary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery,Takeout,Outdoor Seating,Private Dining,Seating,Parking Available,Validated Parking,Wheelchair Accessible,Serves Alcohol,Full Bar,Wine and Beer,Accepts American Express,Accepts Mastercard,Accepts Visa,Digital Payments,Cash Only,Free Wifi,Accepts Discover,Accepts Credit Cards,BYOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1380,660,,,,,1380,660,,,,,1380,660,,,,,1380,660,,,,,1380,660,,,,,1380,660,,,,,1380,660,,,,,Breakfast,Lunch,Dinner,Late Night,Drinks,,36.794003,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,,Rose avenue,Rose Avenue Shopping Centre,Restaurants,,,,0,0,0,0,0,-1.288485,Breakfast,Lunch,Dinner,Late Night,Drinks,,"Rose avenue Rose Avenue Shopping Centre, Nairobi Kenya",0,,+254 705583062,,,,Closes in 27 min,Salt & Pepper,,,"Salt and Pepper is a modern restaurant in Rose Avenue Shopping centre, offering a fusion of continental and Indian cuisine. Discover a delightful menu of breakfast, smoothies, starters, and main courses including burgers, grills, BBQ, and curries. Our skilled team ensures exceptional quality and friendly service, creating a memorable dining experience for our valued customers. Visit us and indulge in the best of both worlds – the flavors of India and international culinary influences.",,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d26346518-Reviews-Salt_Pepper-Nairobi.html,saltandpepperke@gmail.com,,,,,0,FALSE,FALSE,Nairobi,26346518,
African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1439,0,,,,,,,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,Breakfast,Lunch,Dinner,,,,36.87086,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Garden Estate Road,,Bars & Pubs,Restaurants,,,0,0,1,0,0,-1.229989,Breakfast,Lunch,Dinner,,,,"Garden Estate Road, Nairobi Kenya",0,"#759 of 1,048 places to eat in Nairobi",+254 796 747187,,3,759,Open Now,The Loft - Club,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d25147184-Reviews-The_Loft_Club-Nairobi.html,,3,,,,1,FALSE,FALSE,Nairobi,25147184,
French,American,British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.823124,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,,Tom Mboya Street,"El Roi Plaza, Above Coop Bank",Restaurants,,20484493,Nairobi Central Business District,0,0,0,0,0,-1.282101,,,,,,,"Tom Mboya Street El Roi Plaza, Above Coop Bank, Nairobi Kenya",0,,7077455000,,,,,Heavenly Foods Ke,https://www.facebook.com/heavenlyfoodske/,Sit down,"The same Way ingredients are connected to food, our main aim is to connect our customers with a Heavenly dining experience. We pride ourselves in serving the best Burgers, pizzas, Coffee and fish with Everyday food offers. fun fact: we serve free ice cream as our customers wait for their meal.","KES 14,824 - KES 148,088",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d14999767-Reviews-Heavenly_Foods_Ke-Nairobi.html,,,,,,0,FALSE,FALSE,Nairobi,14999767,$
Cafe,Mexican,African,Diner,Healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery,Outdoor Seating,Seating,Parking Available,Free Wifi,Accepts Credit Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1260,420,,,,,1260,390,,,,,1260,390,,,,,1260,390,,,,,1260,390,,,,,1260,390,,,,,1260,420,,,,,Breakfast,Lunch,Dinner,Brunch,,,36.818546,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Parklands Rd.,Shell Service Station,Restaurants,,,,1,0,0,1,1,-1.259183,Breakfast,Lunch,Dinner,Brunch,,,"Parklands Rd. Shell Service Station, Nairobi Kenya",0,"#740 of 1,048 places to eat in Nairobi",+254 740 048896,,3.002669573,740,Closed Now,Java House Parklands,https://www.javahouseafrica.com/,Café,,"KES 22,235 - KES 222,354",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d14024602-Reviews-Java_House_Parklands-Nairobi.html,guest.relations@javahouseafrica.com,3.5,,,https://www.javahouseafrica.com/our-menu/,3,FALSE,FALSE,Nairobi,14024602,$
Pizza,Fast Food,Vegetarian Friendly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery,Takeout,Seating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1170,510,,,,,1170,510,,,,,1170,510,,,,,1170,510,,,,,1170,510,,,,,1170,510,,,,,1170,510,,,,,Lunch,,,,,,36.80578,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,506,,25724,,Restaurants,,20484494,Upper Hill Estate,29,9,25,35,21,-1.29206,Lunch,,,,,,"25724, Nairobi 00506 Kenya",21,"#799 of 1,048 places to eat in Nairobi",+254 711 653717,,2.812953234,799,Closed Now,Pizza Inn Kenya,http://pizzainn.co.ke/,Sit down,"Best tasting pizza A Pizza Inn pizza box might be one of the most recognisable icons of Africa. Whichever way you slice it, Pizza Inn is an industry leader in the quick service pizza game. The first Pizza Inn outlet opened its doors in 1994 in Harare, Zimbabwe, and rose quickly in popularity. Serving hot oven-fresh pizza with its signature all-natural tomato sauce and using only the freshest ingredients, Pizza Inn has established itself at the top of the industry and is easily one of the first choices in quick service pizza in Africa. The homemade pizza dough is produced in-house daily and is another reason why the pizza at Pizza Inn always tastes better.","KES 741 - KES 1,482",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d1144964-Reviews-Pizza_Inn_Kenya-Nairobi.html,customercare@ke-simbisa.com,3,,https://media-cdn.tripadvisor.com/media/photo-m/1280/17/45/35/79/pizza.jpg,https://pizzainn.co.ke/pizza-inn-menu/,119,FALSE,FALSE,Nairobi,1144964,$$ - $$$
