"cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","cuisines/11","cuisines/12","cuisines/13","cuisines/14","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/0/2/close","hours/weekRanges/0/2/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/1/2/close","hours/weekRanges/1/2/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/2/2/close","hours/weekRanges/2/2/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/3/2/close","hours/weekRanges/3/2/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/4/2/close","hours/weekRanges/4/2/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/5/2/close","hours/weekRanges/5/2/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","hours/weekRanges/6/2/close","hours/weekRanges/6/2/open","website","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","establishmentTypes/0","establishmentTypes/1","establishmentTypes/2","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","dishes/19","dishes/20","dishes/21","dishes/22","subcategories/0","category","rankingDenominator","rankingPosition","name","priceRange","address","webUrl","latitude","longitude","neighborhoodLocations/0/id","neighborhoodLocations/0/name","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","phone","type","email","rating","menuWebUrl","localName","description","locationString","localAddress","rankingString","image","photoCount","openNowText","rawRanking","priceLevel","numberOfReviews","isClosed","isLongClosed","id"
"African","Bar","Pub",,,,,,,,,,,,,,"Africa/Nairobi","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"http://www.upperhillcampsite.com/",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"Lunch","Dinner",,,,,"Nairobi","Kenya","",,"Mara Road","","Takeout","Seating","Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sit down","restaurant","832","619","Upperhill Springs","KES 741 - KES 1,482","Mara Road, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d1086260-Reviews-Upperhill_Springs-Nairobi.html","-1.29883","36.81184",,,"4","3","8","11","3",,"RESTAURANT",,"3",,"",,"Nairobi",,"#619 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/07/2b/5e/01/the-neatest-motel-upper.jpg","2","Open Now","3.0303709506988525","$$ - $$$","29","false","false","1086260"
"Italian",,,,,,,,,,,,,,,,"Africa/Nairobi","1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"http://www.lacasadinicoristorante.com/?utm_source=Tripadvisor&utm_medium=Link-Profile&utm_campaign=Social-Media",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"Lunch","Dinner",,,,,"Nairobi","Kenya",,,"Village Market Shopping Center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","615","La Casa Di Nico - ITALIAN RESTAURANT",,"Village Market Shopping Center, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d23021130-Reviews-La_Casa_Di_Nico_ITALIAN_RESTAURANT-Nairobi.html","-1.28454","36.81838","20484493","Nairobi Central Business District","2","0","0","3","2","+254 796 857990","RESTAURANT","BOOK@LACASADINICORISTORANTE.COM","3.5","https://lacasadinicoristorante.com/menu/?utm_source=Tripdvisor&utm_medium=Link-Menu&utm_campaign=Social-Media","",,"Nairobi",,"#615 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/ab/57/37/italian-pizza-margherita.jpg","1","Closed Now","3.031306743621826",,"7","false","false","23021130"
"African","Grill","Wine Bar",,,,,,,,,,,,,,"Africa/Nairobi","1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"http://www.gspot.co.ke",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,"Nairobi","Kenya","00100",,"Chaka Road, Hurlingham",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sit down","restaurant","832","561","Golden Spot Bar & Restaurant","KES 88,942 - KES 444,708","Chaka Road, Hurlingham, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d21090888-Reviews-Golden_Spot_Bar_Restaurant-Nairobi.html","-1.291941","36.791267",,,"1","0","2","1","2","+254 718 112432","RESTAURANT","info@gspot.co.ke","3.5","https://www.gspot.co.ke/menu/","","Golden Spot is the best restaurant in Nairobi. We specialize in delivering a relaxed and memorable dining experience. We have a wide variety of carefully selected mouthwatering menu items and drinks. Whatever your taste, it’s well catered for. We value you. That’s why you’ll always be served with excellence by each member of our highly skilled team members.","Nairobi",,"#561 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/be/fa/41/drinks.jpg","18","Closed Now","3.0434441566467285","$$ - $$$","6","false","false","21090888"
,,,,,,,,,,,,,,,,"Africa/Nairobi",,,,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"http://www.facebook.com/Just-Desserts-Co-630536500340296/",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"Lunch","Dinner",,,,,"Nairobi","Kenya",,,"Evergreen Centre, Kiambu Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","625","Just Desserts Co",,"Evergreen Centre, Kiambu Road, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d11714544-Reviews-Just_Desserts_Co-Nairobi.html","-1.23438","36.84359",,,"0","0","0","1","1","+254 713 343440","RESTAURANT",,"4.5",,"",,"Nairobi",,"#625 of 1,048 places to eat in Nairobi",,"0","Closed Now","3.028663158416748",,"2","false","false","11714544"
"African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://ridgeviews.co.ke/",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,,,,,,,"Nairobi","Kenya","00621",,"Kiambu Road",,"Seating","Wheelchair Accessible","Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","612","Ridgeview Gardens",,"Kiambu Road, Nairobi 00621 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d9601242-Reviews-Ridgeview_Gardens-Nairobi.html","-1.22176","36.83605",,,"2","4","0","8","4","+254 721 446844","RESTAURANT","info@ridgeviews.co.ke","3.5","http://www.ridgeviews.co.ke/our-menu/","",,"Nairobi",,"#612 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/0a/44/47/2c/great-recreation-facilities.jpg","20",,"3.032637119293213","$$ - $$$","18","false","false","9601242"
,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"http://www.facebook.com/eastcuisines/",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"Lunch","Dinner",,,,,"Nairobi","Kenya",,,"Limuru Road","Village Market, Nairobi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","609","East Seoul Street Food",,"Limuru Road Village Market, Nairobi, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d19101358-Reviews-East_Seoul_Street_Food-Nairobi.html","-1.22927","36.80479","20484492","Highridge","0","0","0","2","0","+254 700 248780","RESTAURANT",,"4",,"",,"Nairobi",,"#609 of 1,048 places to eat in Nairobi",,"0","Open Now","3.0338022708892822",,"2","false","false","19101358"
"African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,,,,,,,"Nairobi","Kenya","00300",,"Mfangano Street","Information House",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sit down","restaurant","832","608","Waka Waka","KES 148 - KES 889","Mfangano Street Information House, Nairobi 00300 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d3735956-Reviews-Waka_Waka-Nairobi.html","-1.28595","36.82762","20484493","Nairobi Central Business District","0","0","0","1","1","+254 723 250427","RESTAURANT","wakawakakenya@yahoo.com","4.5",,"",,"Nairobi",,"#608 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/33/3a/1f/waka-waka.jpg","1",,"3.033804178237915","$","2","false","false","3735956"
,,,,,,,,,,,,,,,,"Africa/Nairobi","1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"https://oddyssy-grill-lounge-pizza.business.site/",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,"Nairobi","Kenya",,,"Kolobot Rd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","605","Oddyssy Grill, Lounge & Pizza",,"Kolobot Rd, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d17216330-Reviews-Oddyssy_Grill_Lounge_Pizza-Nairobi.html","-1.27179","36.82007",,,"0","0","0","0","1","+254 721 633633","RESTAURANT","oddyssygrill@gmail.com","5",,"",,"Nairobi",,"#605 of 1,048 places to eat in Nairobi",,"0","Open Now","3.035149335861206",,"1","false","false","17216330"
"Chinese","African","Deli","Diner","Arabic",,,,,,,,,,,,"Africa/Nairobi","1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"http://instantswitchkenya.wixsite.com/alhidaya",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Nairobi","Kenya",,,"Kipandeathumani Street Opposite Al Hidaya Mosque","Jam Street, Eastleigh,near Al Hidaya Mosque","Delivery","Takeout","Free off-street parking","Digital Payments","Cash Only","Free Wifi","Table Service","BYOB","Non-smoking restaurants",,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","601","Al Hidaya Restaurant",,"Kipandeathumani Street Opposite Al Hidaya Mosque Jam Street, Eastleigh,near Al Hidaya Mosque, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d23774615-Reviews-Al_Hidaya_Restaurant-Nairobi.html","-1.273999","36.845627",,,"0","0","0","0","1","+254 724 783832","RESTAURANT","alhidayarestaurant@gmail.com","5",,"","Offering best food at unbeatable prices.From Grilled chicken to Burger and Fries. We also do food delivery. View our menu & Order.","Nairobi",,"#601 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-w/21/92/fd/d4/hotel.jpg","2","Open Now","3.036345958709717",,"1","false","false","23774615"
"Cafe","Diner","Mexican","African","Healthy",,,,,,,,,,,,"Africa/Nairobi","1320","390",,,,,"1320","390",,,,,"1320","390",,,,,"1320","390",,,,,"1320","390",,,,,"1320","390",,,,,"1320","390",,,,,"https://www.javahouseafrica.com",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner","Brunch",,,"Breakfast","Lunch","Dinner","Brunch",,,"Nairobi","Kenya","00505",,"Aga Khan Walk","Reinsurance Plaza","Delivery","Takeout","Seating","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Café","restaurant","832","602","Java House Reinsurance Plaza","KES 22,235 - KES 222,354","Aga Khan Walk Reinsurance Plaza, Nairobi 00505 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d10374087-Reviews-Java_House_Reinsurance_Plaza-Nairobi.html","-1.287315","36.824986","20484493","Nairobi Central Business District","1","1","1","4","3","+254 719 739776","RESTAURANT","guest.relations@javahouseafrica.com","3.5","https://www.javahouseafrica.com/our-menu/","",,"Nairobi",,"#602 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/21/6c/00/04/dawa-turkey-sandwich.jpg","2","Open Now","3.0358638763427734","$$ - $$$","10","false","false","10374087"
"Grill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.facebook.com/Sahara-West-Park-Hotel-Ruaka-Bypass-870907079674695/",,"3221382","Ruaka","City",,"2697614","Central Province","Province",,"294206","Kenya","Country",,,,,,,,,,,,,"Ruaka","Kenya",,,"Northern Bypass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","4","3","Sahara West Park Hotel",,"Northern Bypass, Ruaka Kenya","https://www.tripadvisor.com/Restaurant_Review-g3221382-d11957104-Reviews-Sahara_West_Park_Hotel-Ruaka_Central_Province.html","-1.204473","36.783768",,,"0","0","2","1","1",,"RESTAURANT",,"4",,"",,"Ruaka, Central Province",,"#3 of 4 places to eat in Ruaka",,"0",,"3.0351197719573975",,"4","false","false","11957104"
,,,,,,,,,,,,,,,,"Africa/Nairobi","1200","600",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"http://www.fullybaked.co.ke",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,"Nairobi","Kenya",,,"Karuna Road","Ground Floor, Phase 3 at Sarit, your city!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Café","restaurant","832","640","Fully Baked","KES 22,235 - KES 518,826","Karuna Road Ground Floor, Phase 3 at Sarit, your city!, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d18857803-Reviews-Fully_Baked-Nairobi.html","-1.25996","36.80054",,,"1","0","2","0","2","+254 700 723100","RESTAURANT","info@fullybake.co.ke","3.5",,"","Your Premier, Eggless Cafe! Located at Sarit, your city. Perfect for a quick coffee, working cafe-enthusiasts or as a treat for the kids- the cafe offers something for everyone! We also take custom cake, cupcake and macaron orders- making your occasions just that much more special :)","Nairobi",,"#640 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/1a/23/02/7d/fully-baked.jpg","1","Closed Now","3.027040481567383","$$ - $$$","5","false","false","18857803"
"African","Bar","Pub",,,,,,,,,,,,,,"Africa/Nairobi","1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"https://www.facebook.com/clubsidai/",,"1026022","Kiambu","City",,"2697614","Central Province","Province",,"294206","Kenya","Country","Lunch","Dinner","Brunch",,,,"Lunch","Dinner","Brunch",,,,"Kiambu","Kenya",,,"Kiambu Road",,"Takeout","Reservations","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","7","4","Club Sidai Oleng",,"Kiambu Road, Kiambu Kenya","https://www.tripadvisor.com/Restaurant_Review-g1026022-d7995761-Reviews-Club_Sidai_Oleng-Kiambu_Central_Province.html","-1.20026","36.83502",,,"3","1","2","5","5","+254 707 719134","RESTAURANT","olengsidai@gmail.com","3.5",,"",,"Kiambu, Central Province",,"#4 of 10 places to eat in Kiambu","https://media-cdn.tripadvisor.com/media/photo-o/0b/8e/98/cf/nyama-choma.jpg","17","Open Now","3.0362625122070312","$$ - $$$","16","false","false","7995761"
,,,,,,,,,,,,,,,,"Africa/Nairobi","1440","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1440","600",,,,,"1440","600",,,,,"http://www.facebook.com/KhazanahKenya/",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"Lunch","Dinner",,,,,"Nairobi","Kenya","00100",,"Limuru Road","The Village Market",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","638","Khazanah",,"Limuru Road The Village Market, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d12510211-Reviews-Khazanah-Nairobi.html","-1.25752","36.82699",,,"1","0","1","3","1","+254 712 848770","RESTAURANT",,"3.5",,"",,"Nairobi",,"#638 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/0f/84/3a/a7/caption.jpg","4","Open Now","3.0272226333618164",,"6","false","false","12510211"
"African",,,,,,,,,,,,,,,,"Africa/Nairobi","1800","600",,,,,"1800","600",,,,,"1800","600",,,,,"1800","600",,,,,"1800","600",,,,,"1800","600",,,,,"1800","600",,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"Lunch","Dinner",,,,,"Nairobi","Kenya",,,"Argwings Kodhek Rd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","641","Blacky'z Lounge",,"Argwings Kodhek Rd, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d15316791-Reviews-Blacky_z_Lounge-Nairobi.html","-1.2923","36.78498",,,"1","0","1","1","2","+254 700 812495","RESTAURANT",,"3.5",,"",,"Nairobi",,"#641 of 1,048 places to eat in Nairobi",,"0","Open Now","3.026590585708618","$$ - $$$","5","false","false","15316791"
"Seafood","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.albaikea.com",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,,,,,,,"Nairobi","Kenya","40730",,"Junction of Kimathi and Mama Ngina Street","Corner House",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fast food","restaurant","833","680","Albaik Kenya Nairobi",,"Junction of Kimathi and Mama Ngina Street Corner House, Nairobi 40730 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d7317551-Reviews-Albaik_Kenya_Nairobi-Nairobi.html","-1.28502","36.82374","20484493","Nairobi Central Business District","0","0","0","0","1","+254 775 444444","RESTAURANT","info@albaikea.com","5",,"",,"Nairobi",,"#680 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/0c/af/86/17/20160824-135334-largejpg.jpg","3",,"3.0185091495513916",,"1","false","false","7317551"
"American","Indian","African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/moodysrestaurantandcoffeeshop/",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,,,,,,,"Nairobi","Kenya",,,"Mama Ngina Stree","Jubilee Exchange House 1st Floor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","832","700","Moody's Restaurant and Coffee Shop",,"Mama Ngina Stree Jubilee Exchange House 1st Floor, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d17601108-Reviews-Moody_s_Restaurant_and_Coffee_Shop-Nairobi.html","-1.28572","36.82319","20484493","Nairobi Central Business District","0","0","0","1","0","+254 728 415000","RESTAURANT",,"4",,"",,"Nairobi",,"#700 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/49/36/7b/a-meal.jpg","1",,"3.0142085552215576",,"1","false","false","17601108"
"Brew Pub","Bar","Pub","Gastropub","Dining bars",,,,,,,,,,,,"Africa/Nairobi","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"http://www.craftychameleon.co.ke",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Drinks",,,,"Lunch","Dinner","Drinks",,,,"Nairobi","Kenya",,,"James Gichuru Road 159",,"Takeout","Reservations","Parking Available","Street Parking","Serves Alcohol","Full Bar","Wine and Beer","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sit down","restaurant","832","709","Crafty Chameleon Brewhouse And Restaurant","KES 148,236 - KES 296,472","James Gichuru Road 159, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d25455940-Reviews-Crafty_Chameleon_Brewhouse_And_Restaurant-Nairobi.html","-1.282292","36.766514",,,"2","0","1","1","3","+254 780 662249","RESTAURANT","info@craftychameleon.co.ke","3",,"","Nairobi's Microbrewery and Beergarden Restaurant","Nairobi",,"#709 of 1,048 places to eat in Nairobi","https://media-cdn.tripadvisor.com/media/photo-o/29/b7/e0/da/caption.jpg","16","Open Now","3.0122969150543213","$$ - $$$","6","false","false","25455940"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.hapakenya.com/restaurant-review-highlands-restaurant",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast",,,,,,"Breakfast",,,,,,"Nairobi","Kenya","",,"Ronald Ngala","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sit down","restaurant","832","713","Highland Annexe",,"Ronald Ngala, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d1096969-Reviews-Highland_Annexe-Nairobi.html","-1.28521","36.82893","20484493","Nairobi Central Business District","0","0","2","2","0",,"RESTAURANT",,"3.5","https://www.hapakenya.com/wp-content/uploads/2013/03/HighlandSceneMenu1100.jpg","",,"Nairobi",,"#713 of 1,048 places to eat in Nairobi",,"0",,"3.0118346214294434",,"4","false","false","1096969"
