"address","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","ancestorLocations/3/abbreviation","ancestorLocations/3/id","ancestorLocations/3/name","ancestorLocations/3/subcategory","category","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","description","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","email","establishmentTypes/0","establishmentTypes/1","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","id","image","isClosed","isLongClosed","latitude","localAddress","localName","locationString","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","menuWebUrl","name","numberOfReviews","openNowText","ownersTopReasons","phone","photoCount","priceLevel","priceRange","rankingDenominator","rankingPosition","rankingString","rating","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","rawRanking","subcategories/0","type","webUrl","website"
"Links Plaza Links Road Nyali, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Links Plaza","Links Road Nyali",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Indian",,,,,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"itzflavours@hotmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","690",,,"1380","690",,,"1380","690",,,"1380","690",,,"1380","690",,,"1380","690",,,"1380","690",,,"24995735",,"false","false","-4.032184",,"","Mombasa, Coast Province","39.711723","Lunch","Dinner",,,,,,"Itzflavours","0","Open Now",,"+254 110 859090","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d24995735-Reviews-Itzflavours-Mombasa_Coast_Province.html",
"Makadara Rd., Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Makadara Rd.",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Neapolitan","Campania","Southern-Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21049443",,"false","false","-4.06124",,"","Mombasa, Coast Province","39.67513",,,,,,,,"Scoops & Cream","0",,,,"0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d21049443-Reviews-Scoops_Cream-Mombasa_Coast_Province.html","http://www.facebook.com/scoopsandcream/"
"Nyali, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Nyali",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Italian","American","African","Wine Bar",,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,"gracefaralli@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"25249099",,"false","false","-4.049707",,"","Mombasa, Coast Province","39.700497","Breakfast","Lunch","Dinner",,,,,"Italian Paradise","0","Open Now",,"+254 724 963341","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d25249099-Reviews-Italian_Paradise-Mombasa_Coast_Province.html",
"Beachway Mtwapa, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Beachway","Mtwapa",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Swiss","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glunggi69@yahoo.de","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2035742",,"false","false","-4.03231",,"","Mombasa, Coast Province","39.69854",,,,,,,,"Emmas Snacks Corner","0",,,"+254 721 782191","0","$","KES 148 - KES 2,075",,,,,"0","0","0","0","0",,"Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d2035742-Reviews-Emmas_Snacks_Corner-Mombasa_Coast_Province.html",
"Archbishop Makarios Road Next to Blue Comfort, Ganjoni, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Archbishop Makarios Road","Next to Blue Comfort, Ganjoni",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Barbecue","Diner","Arabic",,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"Restaurants",,"Delivery","Takeout","Private Dining","Seating","Parking Available","Wheelchair Accessible","Cash Only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26580010","https://media-cdn.tripadvisor.com/media/photo-o/2a/2d/90/55/mutton-mandi.jpg","false","false","-4.063766",,"","Mombasa, Coast Province","39.661556","Breakfast","Lunch","Dinner",,,,,"Al Majalis Restaurant","0",,,"+254 726 041817","2",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d26580010-Reviews-Al_Majalis_Restaurant-Mombasa_Coast_Province.html",
"Links Road, opposite petro city., Mombasa Kenya","Mombasa","Kenya",,,"Links Road, opposite petro city. ",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Barbecue","Deli","Diner",,,,,"Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,,,,,,,,,,"Restaurants",,"Delivery","Takeout","Outdoor Seating","Seating","Parking Available","Street Parking","Television","Wheelchair Accessible","Accepts Visa","Accepts Credit Cards","Drive Thru","Sports bars",,,,,,,,,,,,,,,,"Africa/Nairobi","1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"26181407",,"false","false","-4.044791",,"","Mombasa, Coast Province","39.69974","Lunch","Dinner","Brunch","Late Night","Drinks",,,"Chop It Express Mombasa","0","Open Now",,"+254 718 999888","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d26181407-Reviews-Chop_It_Express_Mombasa-Mombasa_Coast_Province.html",
"Msaada Avenue, Opp. St. Joseph's Catholic Church, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Msaada Avenue, Opp. St. Joseph's Catholic Church",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Italian","Indian","African","Seafood","Arabic",,,"Grand Oceanic Seafood Restaurant is famously known for its Seafood Platter. A home of seafood offering wide variety of cuisine at great prices.","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,"grandoceanicmsa@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"23599243",,"false","false","-4.033393",,"","Mombasa, Coast Province","39.665844","Breakfast","Lunch","Dinner",,,,,"Grand Oceanic Seafood Restaurant","0","Open Now",,"+254 799 922117","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d23599243-Reviews-Grand_Oceanic_Seafood_Restaurant-Mombasa_Coast_Province.html",
"Maalim Juma Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Maalim Juma Road",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Chinese","Indian","African","Seafood","Barbecue",,,,"Dinner",,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1410","1050",,,,,,,"1410","1050",,,"1410","1050",,,"1410","1050",,,"1410","1050",,,"1410","1050",,,"18956052",,"false","false",,,"","Mombasa, Coast Province",,"Dinner",,,,,,,"Fischer's Joint","0","Open Now",,"+254 729 279273","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d18956052-Reviews-Fischer_s_Joint-Mombasa_Coast_Province.html",
"Jubilee Insurance Building,kaunda Street Ground Floor, Nairobi 00100 Kenya","Nairobi","Kenya","00100",,"Jubilee Insurance Building,kaunda Street","Ground Floor",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"icecreammilano@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21252967",,"false","false","-4.060697",,"","Nairobi","39.664543",,,,,,,,"Milano Ice","0",,,"+254 728 529890","0","$","KES 148 - KES 741",,,,,"0","0","0","0","0",,"Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d21252967-Reviews-Milano_Ice-Nairobi.html","http://printsolutionke.wixsite.com/milanoice"
"Marakesh Building, Twiga Road, Nyali Links Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Marakesh Building, Twiga Road, Nyali","Links Road",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Indian","Barbecue",,,,,,"Indian, Punjabi food","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"eadmani@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","900","660","1380","1080",,,,,"900","660","1380","1080","900","660","1380","1080","900","660","1380","1080","900","660","1380","1080","900","660","1380","1080","25146742",,"false","false","-4.047358",,"","Mombasa, Coast Province","39.694817","Lunch","Dinner",,,,,,"Kurry Kingdom Restaurant","0","Open Now",,"+254 706 566000","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d25146742-Reviews-Kurry_Kingdom_Restaurant-Mombasa_Coast_Province.html",
"Opposite Chaani Mosque, Mosque Road Changamwe, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Opposite Chaani Mosque, Mosque Road","Changamwe",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Seafood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17412419",,"false","false",,,"","Mombasa, Coast Province",,,,,,,,,"Tamu Tamu Restaurant","0",,,,"0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d17412419-Reviews-Tamu_Tamu_Restaurant-Mombasa_Coast_Province.html",
"Next to Mamba village along links road First floor terrace, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Next to Mamba village along links road","First floor terrace",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Indian","African","Barbecue",,,,,"An open terrace restaurant right in the heart of Nyali oninks road near mamba village. It's on the first floor of a two story building.","Lunch","Dinner","Brunch","Drinks",,,,,,,,,,,,,,,,,,,,"kgf_nyali@gmail.com","Restaurants",,"Delivery","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Street Parking","Digital Payments","Non-smoking restaurants","Gift Cards Available",,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","600",,,"1320","600",,,,,,,"1320","600",,,"1320","600",,,"1380","600",,,"1380","600",,,"26449508","https://media-cdn.tripadvisor.com/media/photo-o/29/ed/82/4e/angus-fillet-steak-is.jpg","false","false","-4.042901",,"","Mombasa, Coast Province","39.70245","Lunch","Dinner","Brunch","Drinks",,,,"KGF Restaurant","0","Closed today",,"+254 794 790186","12",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d26449508-Reviews-KGF_Restaurant-Mombasa_Coast_Province.html",
"Basic Nyali Mall Links Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Basic Nyali Mall","Links Road",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Fast Food","Grill","Diner","Arabic",,,,"Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,,,,,,,,,"Restaurants",,"Private Dining","Seating","Parking Available","Street Parking","Non-smoking restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26692348",,"false","false","-4.033488",,"","Mombasa, Coast Province","39.710632","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,"Pronto restaurant Mombasa","0",,,,"0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d26692348-Reviews-Pronto_restaurant_Mombasa-Mombasa_Coast_Province.html","https://prontorestaurant.co.ke"
"Links road Nyali near shell BP or Epic business pa Le Marrakech building, Mombasa 99555 Kenya","Mombasa","Kenya","99555",,"Links road Nyali near shell BP or Epic business pa","Le Marrakech building",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Cafe","Fast Food","Barbecue","Asian",,,"Fast Food and BBQ restaurant at links road Nyali","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,,,,,,,,,"newchickychippiinternational@gmail.com","Restaurants",,"Delivery","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Highchairs Available","Digital Payments","Cash Only","Free Wifi",,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","660",,,"1350","660",,,,,,,"1350","660",,,"1350","660",,,"1380","660",,,"1380","660",,,"25694257","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/28/0d/aa/flavourd-chips-and-chicken.jpg","false","false","-4.051319",,"","Mombasa, Coast Province","39.688885","Lunch","Dinner","Brunch","Late Night","Drinks",,"https://chickychippi.co.ke/order-reservation/","Chicky Chippi Fast Food","0","Closed today",,"+254 708 612250","32",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d25694257-Reviews-Chicky_Chippi_Fast_Food-Mombasa_Coast_Province.html","http://www.chickychippi.co.ke"
"Beach Road,shelly Beach Shelly Beach Road, Likoni 80110 Kenya","Likoni","Kenya","80110",,"Beach Road,shelly Beach","Shelly Beach Road",,"2231209","Likoni","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Seafood","Arabic","Beer restaurants",,,,"Honey Dream Hotel is located in Mombasa Kenya, Shelly beach road, Likoni. The hotel offers Tours along the coastline like the famous Wasini Dolphine Tour, Haller Park, Shimba and Tsavo Game drives. We offer Accommodation, Bar & Entertainment and Seafood and African Cuisine. We are located next to a wonderful beach line.Visit us and have a refreshing holiday.","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,"bookings@honeydreamhotel.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"25153909","https://media-cdn.tripadvisor.com/media/photo-m/1280/26/f1/94/7f/dine-with-us.jpg","false","false","-4.095909",,"","Likoni, Coast Province","39.671158","Breakfast","Lunch","Dinner",,,,,"Honey Dream Hotel","0","Open Now",,"+254 718 799280","1",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g2231209-d25153909-Reviews-Honey_Dream_Hotel-Likoni_Coast_Province.html","http://www.honeydreamhotel.com"
"Mbuyuni Rd, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Mbuyuni Rd",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Chinese","Indian","African","Fast Food","British",,,,"Lunch",,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi",,,,,"870","720",,,"870","720",,,"870","720",,,"870","720",,,"870","720",,,,,,,"15110442",,"false","false","-4.07458",,"","Mombasa, Coast Province","39.66928","Lunch",,,,,,,"Lunchit","0","Closed Now",,"+254 791 560330","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d15110442-Reviews-Lunchit-Mombasa_Coast_Province.html",
"Links Road Nyali Amal Plaza Mamba Roundabout, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Links Road Nyali","Amal Plaza Mamba Roundabout",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","American",,,,,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","660",,,,,,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"24908156",,"false","false","-4.043004",,"","Mombasa, Coast Province","39.702347","Lunch","Dinner",,,,,,"American Burger Express","0","Open Now",,"+254 708 575123","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d24908156-Reviews-American_Burger_Express-Mombasa_Coast_Province.html",
"Mahesh Doshi Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Mahesh Doshi Road",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yoni@10street.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15610503","https://media-cdn.tripadvisor.com/media/photo-o/18/c3/34/8d/essensauswahl.jpg","false","false","-4.020399",,"","Mombasa, Coast Province","39.722015",,,,,,,,"10 Street","6",,,"+254 706 101010","5",,,"144","128","#128 of 188 places to eat in Mombasa","3","1","1","2","0","2","3.017383575439453",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d15610503-Reviews-10_Street-Mombasa_Coast_Province.html","https://www.facebook.com/10streetmombasa/"
"Hatimy Talyani Road Treasury square, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Hatimy Talyani Road","Treasury square",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","International",,,,,,"Coffeeville is a modern style cafe/restaurant offering a variety of food and drinks including Swahili dishes. It's chic ambience and unique designs offer the customers a cozy environment. It also boasts an intimate VIP section for meetings and privacy. It's surroundings include Mombasa Law Courts, Treasury Square and the County Government offices making it an ideal location.","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,"coffeevilleltd@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi",,,,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"19932629","https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/3a/06/5a/deep-fried-chicken.jpg","false","false",,,"","Mombasa, Coast Province",,"Breakfast","Lunch","Dinner",,,,,"Coffeeville","0","Open Now",,"+254 724 369533","11","$","KES 51,883 - KES 207,530",,,,,"0","0","0","0","0",,"Café","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d19932629-Reviews-Coffeeville-Mombasa_Coast_Province.html",
"Daisha Road, Mtwapa 80109 Kenya","Mtwapa","Kenya","80109",,"Daisha Road",,,"2049443","Mtwapa","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","European","Central European",,,,,"Nightclub, Bar, Lounge","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,"management@royalwaveent.com","Bars & Pubs","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"24031962","https://media-cdn.tripadvisor.com/media/photo-m/1280/23/4a/bc/d7/hosting-parties.jpg","false","false","-3.950505",,"","Mtwapa, Coast Province","39.74488","Breakfast","Lunch","Dinner",,,,,"Tina's Royal Nights","0","Open Now",,"+254 768 833624","14",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g2049443-d24031962-Reviews-Tina_s_Royal_Nights-Mtwapa_Coast_Province.html","http://www.tinasroyal.com/tinas-royal-nights"
"Mvita Road Mvita Road, Off Moyne Drive Next To Koroga Country Club, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Mvita Road","Mvita Road, Off Moyne Drive Next To Koroga Country Club",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Italian","American","Indian",,,,,"A pizza restaurant in Mombasa making thin crust woodfired pizza. Drop by and have a bite of our vegan pizza. Delivery and Pickup options available. Get started with our range of appetizers, chips and our delicious pasta.","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"info@bitebox.co.ke","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1260","720",,,,,,,"1260","720",,,"1260","720",,,"1260","720",,,"1260","720",,,"1260","720",,,"24027488",,"false","false","-4.053175",,"","Mombasa, Coast Province","39.698128","Lunch","Dinner",,,,,,"Bitebox","0","Open Now",,"+254 710 108108","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d24027488-Reviews-Bitebox-Mombasa_Coast_Province.html","http://bitebox.co.ke"
"Fidel Odinga Rd, Inside Ratna Square, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Fidel Odinga Rd, Inside Ratna Square",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Steakhouse","Bar","Seafood","Barbecue","Grill","Pub",,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"info@redterrace.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"23591083",,"false","false","-4.046814",,"","Mombasa, Coast Province","39.684795","Lunch","Dinner",,,,,,"Grill House","0","Open Now",,,"0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d23591083-Reviews-Grill_House-Mombasa_Coast_Province.html","http://www.grillhouse.co.ke"
"Shanzu Along Serena Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Shanzu Along Serena Road",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Bar","Fast Food","Barbecue","Pub","Arabic",,"Indulge in our mouthwatering array of cuisines at our restaurant overlooking a lush garden and sparkling swimming pool. We aim to be our customers’ favorite place to eat and drink. Relax in our beautiful garden of Eden, by the pool or inside the bar/restaurant with an absolutely amazing view. We serve you your favorite stiff or soft drinks and hearty delicacies, as you unwind. Your satisfaction is our highest priority","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,,,,,,,,"support@sunsetrentalsmsa.com","Restaurants",,"Takeout","Reservations","Outdoor Seating","Buffet","Private Dining","Seating","Parking Available","Television","Wheelchair Accessible","Serves Alcohol","Wine and Beer","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Cash Only","Free Wifi","Accepts Discover","Accepts Credit Cards","Drive Thru","Sports bars",,,,,,,"Africa/Nairobi","1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"25456656",,"false","false","-3.966391",,"","Mombasa, Coast Province","39.747223","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,"Sunset Paradise Restaurant","0","Open Now",,"+254 717 571575","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d25456656-Reviews-Sunset_Paradise_Restaurant-Mombasa_Coast_Province.html","https://sunsetparadiserestaurant.com/"
